Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Total_Duration,Engagement_Score,Bounce_Exit_Ratio,Returning_Visitor_Flag
2,11.0,0,0.0,4,0.04,0.0,0.0,Aug,2,10,1,1,Returning_Visitor,0,0,26.0,0.0,0.0,1
0,0.0,0,0.0,41,0.05019425,0.0,0.0,Sep,2,4,3,1,Returning_Visitor,0,0,3389.8,0.0,0.6457722701899322,1
10,85.04,0,0.0,114,0.009414895,0.0,0.0,Nov,2,2,3,2,Returning_Visitor,0,0,2224.1966469999998,0.0,0.0,1
6,803.47,0,0.0,30,0.106666667,0.0,0.0,Nov,3,2,8,13,Returning_Visitor,0,0,1438.1580952,0.0,0.7571444559564644,1
9,210.5666667,3,61.6,10,0.030526316,0.0,0.0,Aug,1,1,3,2,Returning_Visitor,0,1,397.0333334,0.0,0.6874033429290026,1
6,132.025,3,79.7,45,0.009333333,0.0,0.0,Oct,1,1,1,2,Returning_Visitor,0,0,1831.8666670000002,0.0,0.0,1
0,0.0,0,0.0,18,0.014814815,57.03508179,0.0,Aug,2,10,4,1,Returning_Visitor,0,1,1110.866667,1026.63147222,0.0,1
0,0.0,0,0.0,11,0.090909091,0.0,0.0,June,1,1,4,3,Returning_Visitor,1,0,292.7,0.0,0.3995604790734587,1
3,189.4,4,130.76,93,0.06218704,7.542144271,0.0,June,2,2,1,1,Returning_Visitor,0,0,4176.98978,701.419417203,0.6024651837685656,1
0,0.0,0,0.0,154,0.032872807,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,1,0,4800.574762,0.0,0.4389581997068069,1
6,107.7,0,0.0,14,0.010526316,0.0,0.0,Sep,2,2,1,5,New_Visitor,0,0,398.5,0.0,0.0,0
1,4.0,0,0.0,26,0.004273504,0.0,0.0,June,4,1,2,1,Returning_Visitor,0,0,246.1095238,0.0,0.0,1
1,58.4,1,24.2,11,0.036363636,24.72209216,0.0,Oct,3,2,1,1,Returning_Visitor,0,1,585.8666667,271.94301376,0.49862877086640506,1
8,130.55,4,214.1,18,0.013793103,0.0,0.0,Sep,2,2,6,4,New_Visitor,0,0,730.4,0.0,0.0,0
1,23.2,0,0.0,5,0.033333333,0.0,0.0,Oct,3,2,1,3,Returning_Visitor,0,0,81.2,0.0,0.0,1
4,59.4,0,0.0,19,0.021052632,0.0,0.0,Sep,2,5,3,2,New_Visitor,1,0,216.6,0.0,0.49763622796444434,0
3,103.6,0,0.0,1,0.04,0.0,0.0,Nov,3,2,1,5,New_Visitor,0,1,110.6,0.0,0.0,0
0,0.0,0,0.0,13,0.143589744,0.0,0.0,Aug,2,2,2,13,Returning_Visitor,0,0,70.4,0.0,0.9636146195653325,1
0,0.0,0,0.0,1,0.0,47.7917708,0.0,Sep,1,1,6,3,New_Visitor,0,1,15.6,47.7917708,0.0,0
4,97.8,0,0.0,53,0.042026749,0.0,0.0,Aug,1,1,2,3,Returning_Visitor,0,0,1326.089524,0.0,0.5568146262603838,1
9,266.7433333,4,1312.4,26,0.021969697,9.284545518,0.0,Nov,2,7,1,2,Returning_Visitor,1,1,2322.62,241.39818346799998,0.0,1
4,71.4,0,0.0,14,0.076666667,0.0,0.0,Aug,1,1,1,3,Returning_Visitor,0,0,520.8,0.0,0.3907946140217342,1
6,105.6333333,2,105.95,8,0.008928571,0.0,0.0,Nov,3,2,2,3,Returning_Visitor,0,0,457.9698412,0.0,0.0,1
2,32.7,0,0.0,6,0.036709957,24.16451021,0.0,Aug,3,2,1,2,Returning_Visitor,0,0,845.0500000000001,144.98706126,0.49393749631383693,1
0,0.0,0,0.0,4,0.125,0.0,0.0,Nov,3,3,1,3,Returning_Visitor,0,0,75.4,0.0,0.7993605115907275,1
6,301.2,0,0.0,87,0.026449275,0.0,0.0,Sep,2,2,6,3,Returning_Visitor,0,0,2138.183333,0.0,0.36846991113693306,1
2,48.4,0,0.0,2,0.05,0.0,0.0,June,1,1,1,2,Returning_Visitor,0,0,85.6,0.0,0.0,1
0,0.0,0,0.0,1,0.2,0.0,0.0,Aug,3,3,2,2,Returning_Visitor,1,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,1,0.133333333,0.0,0.0,June,3,2,1,4,Returning_Visitor,0,0,381.8,0.0,0.7494379234310217,1
23,239.7445344,3,624.6,409,0.015934735,6.277683942,0.0,Jul,2,2,1,13,Returning_Visitor,1,0,9964.747493399998,2567.5727322780003,0.2682348663697903,1
4,243.68,0,0.0,12,0.01875,0.0,0.0,June,2,2,3,1,New_Visitor,0,0,1499.68,0.0,0.0,0
8,259.2836478,2,12.0,53,0.015548371,22.22165124,0.0,Nov,3,2,9,6,Returning_Visitor,0,0,2125.5264928,1177.74751572,0.02766422140681608,1
0,0.0,0,0.0,54,0.003773585,26.67428219,0.0,Aug,4,5,1,1,Returning_Visitor,0,1,941.4666667,1440.41123826,0.0,1
2,292.2,0,0.0,19,0.02,18.84993357,0.0,Oct,3,2,1,2,New_Visitor,0,1,1683.583333,358.14873783,0.0,0
3,52.4,0,0.0,25,0.032692308,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,0,0,376.66666669999995,0.0,0.0,1
2,16.2,0,0.0,3,0.04,49.55482147,0.0,Nov,2,2,5,5,New_Visitor,0,0,284.2,148.66446441,0.0,0
3,94.6,0,0.0,17,0.0,0.0,0.0,Oct,2,2,1,2,New_Visitor,0,0,360.1,0.0,0.0,0
1,25.7,0,0.0,6,0.028571429,38.27331194,0.0,Jul,2,5,1,4,New_Visitor,0,1,169.0,229.63987164,0.0,0
0,0.0,0,0.0,13,0.111538462,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,0,0,218.6666667,0.0,0.964652379392328,1
5,100.6,3,216.6,6,0.024242424,0.0,0.0,Sep,1,1,1,5,New_Visitor,0,0,749.2,0.0,0.0,0
1,0.0,0,0.0,3,0.04,36.14032284,0.0,Oct,2,2,1,4,Returning_Visitor,0,1,121.2704225,108.42096852,0.0,1
4,785.2166667,0,0.0,8,0.016666667,0.0,0.0,Sep,3,2,3,5,Returning_Visitor,0,0,1236.0166667,0.0,0.9940357854068432,1
6,124.2,0,0.0,5,0.022222222,0.0,0.0,Nov,1,1,2,5,New_Visitor,0,1,218.8,0.0,0.0,0
1,74.6,0,0.0,8,0.036666667,10.67716934,0.0,Nov,2,2,1,4,Returning_Visitor,0,0,884.6,85.41735472,0.0,1
9,252.8,0,0.0,36,0.029545455,14.75943613,0.0,Oct,2,2,2,13,Returning_Visitor,0,0,1444.416667,531.33970068,0.45998160594937737,1
0,0.0,0,0.0,3,0.066666667,0.0,0.0,Aug,1,1,3,3,Returning_Visitor,1,0,54.4,0.0,0.0,1
0,0.0,0,0.0,28,0.089285714,0.0,0.0,June,2,2,3,1,Returning_Visitor,0,0,683.3,0.0,0.3196420067752661,1
5,398.0666667,1,19.2,17,0.070737742,0.0,0.0,Aug,2,2,3,4,Returning_Visitor,0,0,869.2666667,0.0,0.8337974268010969,1
0,0.0,0,0.0,2,0.2,0.0,0.0,June,3,2,3,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
1,53.4,0,0.0,3,0.0,0.0,0.0,Nov,2,2,1,4,Returning_Visitor,0,0,345.4,0.0,0.0,1
1,112.8,0,0.0,8,0.011111111,28.69843548,0.0,Oct,1,1,6,2,New_Visitor,1,1,656.5333333,229.58748384,0.0,0
4,100.6,2,5.0,93,0.026598639,0.0,0.0,Sep,2,2,3,13,Returning_Visitor,0,0,2108.36,0.0,0.30575584770444664,1
2,31.2,0,0.0,13,0.027083333,0.0,0.0,Sep,1,1,1,5,Returning_Visitor,0,0,416.5,0.0,0.22992029711735498,1
4,97.2,2,16.0,26,0.003703704,59.33984611,0.0,Jul,2,4,8,2,Returning_Visitor,0,1,803.7666667000001,1542.83599886,0.0,1
1,51.4,0,0.0,7,0.0,36.65735004,0.0,Jul,1,1,6,2,New_Visitor,1,1,613.6999999999999,256.60145028,0.0,0
2,107.4,2,96.7,32,0.035882353,0.0,0.0,Jul,3,2,4,1,Returning_Visitor,0,1,1037.4250000000002,0.0,0.6811617906144158,1
4,102.2,0,0.0,3,0.016666667,0.0,0.0,Jul,2,2,6,5,New_Visitor,0,0,174.2,0.0,0.0,0
8,580.2,1,145.6,48,0.007692308,27.60143046,0.0,Oct,2,2,4,5,New_Visitor,0,1,3460.7666670000003,1324.86866208,0.0,0
10,471.06,0,0.0,171,0.005494505,0.0,0.0,Oct,2,10,4,2,Returning_Visitor,0,1,6301.97,0.0,0.19642506352215253,1
3,146.5,3,277.1333333,31,0.01712963,0.0,0.0,Aug,1,1,5,2,Returning_Visitor,1,0,1123.6799999999998,0.0,0.0,1
6,378.4666667,0,0.0,13,0.054444444,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,0,0,1329.1333334,0.0,0.4074149513743324,1
3,173.8,2,124.8,7,0.017272727,0.0,0.0,Aug,1,1,1,4,Returning_Visitor,1,0,710.2,0.0,0.0,1
4,115.8,0,0.0,46,0.01372549,44.35848718,0.0,Oct,2,2,1,2,Returning_Visitor,0,1,2673.15,2040.4904102799999,0.0,1
1,114.8,0,0.0,10,0.018181818,0.0,0.0,Sep,3,2,6,1,Returning_Visitor,0,0,1066.2333333,0.0,0.0,1
0,0.0,0,0.0,2,0.2,0.0,0.0,June,3,2,4,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
8,310.0666667,1,49.4,71,0.009218133,48.30461627,0.0,Oct,1,1,2,20,Returning_Visitor,1,1,1801.4412017,3429.6277551699995,0.32342305051881104,1
0,0.0,0,0.0,1,0.2,0.0,0.0,Jul,3,2,1,4,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
2,33.2,0,0.0,9,0.018181818,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,0,0,195.43333330000002,0.0,0.0,1
0,0.0,0,0.0,9,0.022222222,0.0,0.0,Jul,2,2,1,1,Returning_Visitor,0,0,166.12,0.0,0.0,1
0,0.0,0,0.0,53,0.01735761,0.0,0.0,Sep,3,2,4,3,Returning_Visitor,0,0,1624.320952,0.0,0.5615844322332783,1
4,101.7,0,0.0,40,0.016434109,0.0,0.0,Aug,2,2,3,13,Returning_Visitor,0,0,810.2547619000001,0.0,0.5626142902529553,1
1,191.4,0,0.0,13,0.002564103,34.86423061,0.0,Nov,3,2,3,2,Returning_Visitor,1,1,871.3033333,453.23499793,0.0,1
13,83.9952381,2,99.8,24,0.018181818,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0,548.7571429,0.0,0.0,1
2,118.9,0,0.0,30,0.008602151,26.13036122,0.0,Nov,4,2,6,2,New_Visitor,1,1,1335.626667,783.9108366,0.0,0
3,109.7,0,0.0,16,0.043137255,0.0,0.0,Oct,2,2,1,3,Returning_Visitor,0,0,962.0,0.0,0.27209650566392335,1
11,293.6222222,2,42.2,64,0.015238095,16.35155923,0.0,Nov,2,5,3,4,Returning_Visitor,1,0,2167.7644442,1046.49979072,0.0,1
1,15.2,4,104.8,31,0.026482993,20.14579261,0.0,Nov,2,2,3,1,Returning_Visitor,0,1,2845.708571,624.5195709100001,0.39409369742526734,1
5,66.9,0,0.0,12,0.025,42.93595137,0.0,Oct,4,1,1,7,Returning_Visitor,1,1,153.53333333,515.23141644,0.0,1
2,341.6,0,0.0,7,0.062857143,0.0,0.0,Aug,3,2,1,1,Returning_Visitor,0,0,519.5,0.0,0.7563724421230485,1
10,130.55,1,23.2,7,0.015238095,0.0,0.0,Oct,2,2,6,5,New_Visitor,0,0,281.9833333,0.0,0.43464765344066525,0
0,0.0,0,0.0,3,0.133333333,0.0,0.0,June,3,2,1,1,Returning_Visitor,0,0,31.2,0.0,0.49962528478547413,1
0,0.0,0,0.0,8,0.022222222,24.61778468,0.0,Nov,1,1,7,5,New_Visitor,0,1,846.6,196.94227744,0.9955201592386278,0
1,30.2,0,0.0,5,0.083333333,0.0,0.0,Jul,2,4,1,3,Returning_Visitor,1,0,353.59999999999997,0.0,0.7990411578067965,1
3,25.0,0,0.0,1,0.033333333,0.0,0.0,Oct,2,5,1,5,New_Visitor,1,0,33.0,0.0,0.0,0
3,75.6,0,0.0,14,0.00625,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,1,0,254.19,0.0,1.9685039370078738,1
4,134.39,1,191.9,24,0.013580247,5.245868726,0.0,Oct,3,2,1,5,Returning_Visitor,0,0,1918.823333,125.900849424,0.2707337082437181,1
0,0.0,0,0.0,4,0.15,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,0,0,103.8,0.0,0.6662225183211193,1
0,0.0,0,0.0,1,0.2,0.0,0.0,June,2,2,1,13,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,18,0.003921569,33.50211155,0.0,Oct,2,2,3,2,Returning_Visitor,1,1,1257.946667,603.0380079,0.0,1
2,108.8,0,0.0,15,0.029411765,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,0,0,650.8,0.0,0.0,1
3,70.6,0,0.0,11,0.107142857,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,0,0,164.1,0.0,0.9324630357432571,1
4,56.63333333,7,309.7333333,58,0.035377102,0.0,0.0,Aug,2,2,6,1,Returning_Visitor,1,0,1646.51648763,0.0,0.47701407516318556,1
0,0.0,0,0.0,11,0.040909091,27.31510469,0.0,Oct,3,2,1,1,Returning_Visitor,1,1,192.45,300.46615159,0.8867213369835482,1
5,181.6,2,722.52,98,0.023942797,0.0,0.0,Aug,3,2,1,4,Returning_Visitor,0,0,2621.993278,0.0,0.5885730765850579,1
12,184.4173601,1,13.0,159,0.031489963,18.23386055,0.0,June,2,4,3,2,Returning_Visitor,0,0,6334.5622701,2899.18382745,0.35697218132227626,1
4,100.0666667,0,0.0,30,0.000480769,28.52395644,0.0,Jul,2,2,5,2,Returning_Visitor,1,1,410.4022223,855.7186932,0.0,1
5,27.4,0,0.0,5,0.005,0.0,0.0,Aug,2,2,2,2,New_Visitor,0,1,78.6,0.0,0.0,0
0,0.0,0,0.0,96,0.01026897,0.0,0.0,Jul,2,4,3,1,Returning_Visitor,0,0,1231.79046,0.0,0.20519492292869976,1
3,23.0,0,0.0,19,0.022807018,17.68865669,0.0,Jul,2,2,2,2,Returning_Visitor,0,0,746.4833333,336.08447710999997,0.1531745424044282,1
5,93.4,0,0.0,38,0.004878049,34.48748308,0.0,Oct,2,2,2,2,New_Visitor,1,1,783.05,1310.5243570399998,0.0,0
5,93.8,0,0.0,45,0.004081633,20.2755559,0.0,Sep,2,4,2,2,New_Visitor,0,1,2233.5,912.4000155,0.0,0
11,383.3,2,256.3,189,0.019882747,0.0,0.0,Aug,2,10,2,1,Returning_Visitor,0,0,16094.03857,0.0,0.3646361533777113,1
0,0.0,0,0.0,38,0.057894737,0.0,0.0,June,2,4,9,3,Returning_Visitor,0,0,643.9,0.0,0.45376167496026404,1
1,15.2,1,43.4,13,0.05,21.58031621,0.0,Jul,2,2,3,1,Returning_Visitor,0,0,152.8,280.54411073,0.8554319960079839,1
2,81.6,0,0.0,1,0.04,0.0,0.0,Oct,3,2,3,5,New_Visitor,0,1,108.8,0.0,0.0,0
5,77.1,6,60.3,5,0.015384615,0.0,0.0,Sep,2,2,3,2,New_Visitor,0,0,1082.1999999999998,0.0,0.0,0
3,103.6,0,0.0,30,0.021505376,0.0,0.0,Aug,2,2,2,1,Returning_Visitor,1,0,544.1333333,0.0,0.2986114659610645,1
0,0.0,0,0.0,6,0.033333333,0.0,0.0,Sep,3,2,1,2,Returning_Visitor,1,0,98.73333333,0.0,0.0,1
0,0.0,0,0.0,12,0.008333333,0.0,0.0,Oct,2,2,3,4,Returning_Visitor,0,0,402.6,0.0,0.0,1
4,39.8,0,0.0,9,0.006666667,0.0,0.0,Aug,2,2,1,5,New_Visitor,0,1,172.2,0.0,0.0,0
0,0.0,0,0.0,62,0.052175571,0.0,0.0,Aug,3,2,4,2,Returning_Visitor,0,0,3564.590227,0.0,0.42046787016444065,1
3,155.7,0,0.0,18,0.010526316,0.0,0.0,Nov,1,1,1,2,New_Visitor,0,0,750.7,0.0,0.0,0
11,200.42,0,0.0,31,0.0325,0.0,0.0,June,2,2,2,2,Returning_Visitor,0,0,898.0066667,0.0,0.2300613496932515,1
0,0.0,0,0.0,4,0.075,0.0,0.0,Oct,2,2,7,1,Returning_Visitor,0,0,741.4,0.0,0.6657789613848203,1
0,0.0,0,0.0,31,0.04516129,0.0,0.0,Oct,2,2,2,1,Returning_Visitor,0,0,502.9666667,0.0,0.2850830367406674,1
5,94.6,0,0.0,69,0.01496142,0.0,0.0,Oct,1,1,3,2,Returning_Visitor,0,0,2317.019048,0.0,0.3381217043280116,1
6,104.4,1,0.0,32,0.014285714,20.503488,0.0,Nov,2,4,1,1,Returning_Visitor,0,1,984.15,656.111616,0.0,1
0,0.0,2,35.2,16,0.027777778,0.0,0.0,Aug,2,2,3,3,Returning_Visitor,1,0,310.3,0.0,0.0,1
0,0.0,2,15.2,19,0.04399093,0.0,0.0,Sep,1,1,1,2,Returning_Visitor,1,0,1242.353333,0.0,0.21600383570952122,1
2,83.6,0,0.0,43,0.014393939,0.0,0.0,Nov,3,2,3,1,Returning_Visitor,0,0,1666.3,0.0,0.3136107444635996,1
1,19.2,0,0.0,3,0.033333333,0.0,0.0,Oct,2,2,6,6,New_Visitor,0,0,79.8,0.0,0.0,0
2,63.5,0,0.0,9,0.072727273,0.0,0.0,Oct,1,1,1,4,Returning_Visitor,0,0,162.56666667000002,0.0,0.4993134371514913,1
0,0.0,0,0.0,3,0.2,0.0,0.0,Jul,1,1,3,3,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,0,0.0,30,0.036666667,0.0,0.0,Jul,1,1,1,3,Returning_Visitor,0,0,360.4733333,0.0,0.36264731312196447,1
0,0.0,0,0.0,47,0.0,0.0,0.0,Aug,2,4,1,2,New_Visitor,0,0,636.7,0.0,0.0,0
7,98.8,0,0.0,5,0.033333333,0.0,0.0,Jul,3,2,2,5,New_Visitor,1,0,168.2,0.0,0.6646726487006246,0
12,504.2533333,2,1665.066667,243,0.028099523,1.827470744,0.0,Jul,2,2,1,1,Returning_Visitor,0,1,10937.7972283,444.075390792,0.5013376999320166,1
1,30.2,2,30.7,25,0.03037037,0.0,0.0,Oct,3,2,7,1,Returning_Visitor,0,0,408.9611111,0.0,0.4862039745497019,1
9,275.8,1,39.68,46,0.041212121,0.0,0.0,Aug,2,2,6,3,Returning_Visitor,0,0,1670.28,0.0,0.26406513962330813,1
0,0.0,0,0.0,1,0.2,0.0,0.0,Jul,1,1,1,1,Returning_Visitor,1,0,0.0,0.0,0.9995002498750625,1
1,30.2,0,0.0,30,0.035139573,0.0,0.0,Oct,1,1,1,1,Returning_Visitor,1,0,644.1933333000001,0.0,0.7175840638023622,1
2,78.64980843,0,0.0,117,0.04298103,2.427453927,0.0,Jul,2,2,1,1,Returning_Visitor,0,1,4263.74650343,284.01210945900004,0.5598575753643772,1
0,0.0,0,0.0,5,0.02,0.0,0.0,Sep,1,1,1,4,Returning_Visitor,0,0,73.1,0.0,0.0,1
3,67.4,0,0.0,34,0.01754386,0.0,0.0,Sep,1,1,2,2,Returning_Visitor,0,0,612.0833332999999,0.0,0.0,1
1,54.4,0,0.0,19,0.125,0.0,0.0,Jul,1,1,3,3,Returning_Visitor,0,0,405.79999999999995,0.0,0.5195843325339728,1
0,0.0,0,0.0,2,0.1,0.0,0.0,June,2,4,6,3,Returning_Visitor,0,0,8.0,0.0,0.0,1
2,136.4,0,0.0,41,0.013461742,0.0,0.0,Nov,3,2,4,3,Returning_Visitor,1,0,1411.66927,0.0,0.0,1
2,31.2,0,0.0,17,0.011764706,0.0,0.0,Nov,2,2,8,2,Returning_Visitor,1,0,2108.366667,0.0,0.0,1
2,59.4,0,0.0,86,0.050387597,0.0,0.0,Aug,2,2,7,3,Returning_Visitor,0,0,3393.906667,0.0,0.5066867214932016,1
5,143.4428571,1,19.6,184,0.00381931,138.3208342,0.0,Oct,2,2,3,20,Returning_Visitor,0,0,3742.8287571,25451.0334928,0.0,1
0,0.0,0,0.0,20,0.005364455,20.82613173,0.0,Nov,2,5,2,5,Returning_Visitor,1,1,593.7019802,416.5226346,0.0,1
6,135.15,0,0.0,52,0.020257937,0.0,0.0,Sep,3,2,3,13,Returning_Visitor,0,0,1334.3761900000002,0.0,0.6432497556112882,1
3,127.1,0,0.0,36,0.026315789,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,0,0,2717.9,0.0,0.0,1
8,410.9,5,406.9,24,0.024215686,8.887671892,0.0,Oct,3,2,2,2,Returning_Visitor,0,1,2038.057143,213.304125408,0.4838319593368659,1
0,0.0,0,0.0,8,0.15,0.0,0.0,June,1,1,3,3,Returning_Visitor,1,0,117.8,0.0,0.999333777481679,1
10,398.5727115,1,132.0,24,0.028987132,0.0,0.0,Sep,3,2,1,3,Returning_Visitor,1,0,1515.6529527,0.0,0.2954485165467672,1
0,0.0,0,0.0,32,0.010967742,0.0,0.0,Nov,2,2,3,7,Returning_Visitor,0,0,2479.342857,0.0,0.0,1
6,171.1190476,0,0.0,22,0.029761905,0.0,0.0,Nov,3,2,2,4,Returning_Visitor,0,0,643.8714286,0.0,0.9567852084453419,1
0,0.0,0,0.0,2,0.1,0.0,0.0,Aug,2,2,6,13,Returning_Visitor,0,0,7.0,0.0,0.0,1
2,70.6,0,0.0,26,0.007142857,0.0,0.0,Nov,2,2,9,5,New_Visitor,0,0,641.95,0.0,0.0,0
0,0.0,0,0.0,16,0.052941176,0.0,0.0,Jul,2,2,2,4,Returning_Visitor,0,0,344.4,0.0,0.4436065293876591,1
3,326.0,0,0.0,19,0.027,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,0,0,690.5333333,0.0,0.0,1
1,6.0,0,0.0,21,0.053623188,0.0,0.0,Sep,4,1,5,1,Returning_Visitor,1,0,1052.32,0.0,0.36418570320138105,1
0,0.0,0,0.0,5,0.0,125.8939091,0.0,Nov,2,2,4,2,Returning_Visitor,1,1,883.6,629.4695455,0.0,1
12,248.2285714,0,0.0,66,0.022569444,0.0,0.0,Aug,3,2,1,3,Returning_Visitor,0,0,1407.0114283999999,0.0,0.4288690097560399,1
0,0.0,0,0.0,15,0.0125,39.6497508,0.0,Oct,2,2,6,2,New_Visitor,1,1,89.38333333,594.746262,0.0,0
1,28.53333333,0,0.0,61,0.015460019,2.039270228,0.0,Aug,2,5,3,2,Returning_Visitor,0,0,2035.22149133,124.39548390799999,0.21071240337174396,1
3,117.85,0,0.0,9,0.028571429,29.4620883,0.0,Aug,4,1,1,1,Returning_Visitor,0,0,610.75,265.1587947,0.0,1
3,180.1333333,1,34.2,27,0.122427035,0.0,0.0,Oct,3,2,1,13,Returning_Visitor,0,0,456.7833333,0.0,0.7371645041439221,1
1,12.1,5,493.0,50,0.019939881,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,0,0,2077.586399,0.0,0.0,1
3,53.5,0,0.0,82,0.03015873,0.906375967,0.0,Sep,2,2,1,4,Returning_Visitor,0,0,3855.180397,74.322829294,0.3540890843733362,1
2,124.4,2,7.0,7,0.02,0.0,0.0,June,3,2,6,11,New_Visitor,0,0,426.0,0.0,0.0,0
3,64.4,0,0.0,5,0.022222222,45.82834797,0.0,Sep,2,2,1,3,Returning_Visitor,0,1,111.7,229.14173985000002,0.0,1
0,0.0,0,0.0,4,0.05,0.0,0.0,Jul,2,2,9,1,Returning_Visitor,0,0,570.2,0.0,0.0,1
2,46.4,0,0.0,16,0.011111111,46.33991252,0.0,Sep,2,2,7,2,Returning_Visitor,0,1,509.76,741.43860032,0.0,1
0,0.0,4,112.6,93,0.0109375,16.95907848,0.0,Aug,2,2,1,4,Returning_Visitor,0,1,2412.5699999999997,1577.19429864,0.25166731596828995,1
3,95.83333333,6,303.65,13,0.016666667,0.0,0.0,June,4,1,1,2,Returning_Visitor,1,0,837.86666663,0.0,0.0,1
2,36.25,0,0.0,29,0.003448276,0.0,0.0,Oct,2,2,9,2,New_Visitor,1,0,621.95,0.0,0.0,0
3,54.0,4,32.0,4,0.022222222,0.0,0.0,Sep,1,1,1,5,New_Visitor,0,0,132.0,0.0,0.0,0
2,103.3,0,0.0,38,0.011965812,0.0,0.0,Oct,1,1,3,3,Returning_Visitor,0,0,1753.066667,0.0,0.0,1
0,0.0,1,13.0,27,0.085714286,0.0,0.0,Sep,5,11,4,1,Returning_Visitor,0,0,1633.024762,0.0,0.5826535688941117,1
4,177.3333333,1,69.6,10,0.005555556,0.0,0.0,Nov,1,1,3,5,New_Visitor,0,0,649.55,0.0,0.0,0
17,626.4933333,0,0.0,76,0.031102029,0.0,0.0,Oct,2,2,1,1,Returning_Visitor,0,0,2612.3875363,0.0,0.5009370384214438,1
0,0.0,0,0.0,5,0.00952381,11.80891356,0.0,June,2,2,1,2,Returning_Visitor,0,1,120.79,59.0445678,0.0,1
4,77.6,0,0.0,39,0.073976608,0.775318113,0.0,Nov,1,1,4,3,Returning_Visitor,0,0,1554.7547619999998,30.237406406999998,0.5151139614816056,1
7,356.675,0,0.0,72,0.007733333,0.0,0.0,Oct,2,2,4,4,Returning_Visitor,0,0,1992.933333,0.0,0.6808510502489808,1
6,142.9111111,0,0.0,13,0.034509804,0.0,0.0,Sep,1,1,3,5,Returning_Visitor,0,0,407.25079359999995,0.0,0.0,1
12,975.6466667,4,276.08,53,0.017015392,0.0,0.0,Sep,3,2,8,2,Returning_Visitor,1,0,4074.3502697,0.0,0.38951296003036334,1
4,89.6,2,12.0,13,0.014814815,0.0,0.0,Sep,2,2,1,2,Returning_Visitor,0,0,284.1,0.0,0.0,1
6,265.4,0,0.0,6,0.022222222,0.0,0.0,Aug,1,1,3,3,New_Visitor,0,0,427.0,0.0,0.0,0
3,284.2,0,0.0,22,0.064,0.0,0.0,Oct,1,1,8,1,Returning_Visitor,1,0,2650.7999999999997,0.0,0.5616224648985959,1
3,52.53333333,0,0.0,16,0.027777778,26.18852293,0.0,Jul,5,11,1,1,Returning_Visitor,0,1,2111.83333333,419.01636688,0.0,1
2,17.13333333,0,0.0,20,0.051166667,0.0,0.0,Oct,1,1,1,3,Returning_Visitor,0,0,1095.33333333,0.0,0.3901170325740115,1
0,0.0,0,0.0,1,0.2,0.0,0.0,Dec,2,2,2,1,Returning_Visitor,0,0,0.0,0.0,0.9995002498750625,1
0,0.0,5,663.9166667,47,0.033243423,0.0,0.0,Dec,3,2,3,6,Returning_Visitor,0,0,2723.6166666999998,0.0,0.17302455719678209,1
2,15.0,0,0.0,44,0.015483092,0.0,0.0,Dec,2,2,1,2,New_Visitor,0,0,1427.270833,0.0,0.27900919791784584,0
0,0.0,0,0.0,14,0.025,0.0,0.0,Dec,2,2,9,10,Returning_Visitor,0,0,561.6666667,0.0,0.0,1
0,0.0,0,0.0,6,0.016666667,0.0,0.0,Nov,2,2,7,13,Returning_Visitor,0,0,157.5,0.0,0.0,1
0,0.0,0,0.0,15,0.039487179,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,0,0,438.6666667,0.0,0.582939314771583,1
0,0.0,6,521.9791667,27,0.031564383,0.0,0.0,Nov,2,2,7,2,Returning_Visitor,0,0,1255.2662879,0.0,0.6380045365166281,1
4,106.5,0,0.0,12,0.029166667,0.0,0.0,Dec,2,2,1,2,Returning_Visitor,0,0,912.75,0.0,0.42710705663887183,1
0,0.0,0,0.0,14,0.023809524,0.0,0.0,Nov,1,1,1,2,Returning_Visitor,0,1,242.0833333,0.0,0.5974905230233777,1
7,113.25,2,38.5,92,0.013603668,18.04114817,0.0,Nov,2,6,6,13,Returning_Visitor,1,0,4217.957476,1659.78563164,0.12802309571422776,1
